,rated,turns,victory_status,winner,white_rating,black_rating,opening_eco,opening_ply,increment_code
4653,0,24,3,2,1319,1932,D00,3,2
4654,0,92,2,2,1800,1932,C55,8,2
4655,1,68,2,2,1941,2034,D02,3,2
4656,1,38,2,2,1950,2049,B08,8,2
4657,1,53,2,1,1810,1967,C33,5,2
4658,0,141,2,1,1967,1567,D02,4,2
4659,0,43,3,1,1967,1411,D02,3,2
4660,0,50,2,2,1422,1967,C42,5,2
4661,1,71,2,1,1959,1839,D05,6,2
4662,0,26,2,2,1896,1959,C41,8,2
4663,0,52,2,2,1959,1629,D04,6,2
4664,1,150,3,2,1972,1959,A45,2,2
4665,1,20,2,2,1970,1959,C41,5,2
4666,1,26,2,2,1955,1946,C41,5,2
4667,1,87,2,1,1929,2046,B12,3,2
4668,1,77,3,1,1916,1922,B13,5,2
4669,1,50,2,2,1505,1914,A00,1,2
4670,1,21,3,1,1834,1930,C41,4,2
4671,1,57,2,1,1846,1947,C41,5,2
4672,1,47,2,1,1939,1778,D04,5,2
4673,1,105,0,0,1938,1980,D01,4,2
4674,1,85,2,1,1919,1994,D00,3,2
4675,1,97,0,0,1996,1916,C50,5,2
4676,1,62,3,2,1928,1988,A45,2,2
4677,1,36,2,2,1023,1821,C41,5,2
4678,1,28,2,2,1030,1501,B01,2,2
4679,1,43,3,1,1422,1040,C40,4,2
4680,1,63,2,2,1043,1701,B00,2,2
4681,1,22,2,2,1049,1539,B20,3,2
4682,1,57,2,2,1055,1569,C55,6,2
4693,1,23,2,1,2349,1750,A00,1,2
4694,0,46,2,2,1750,1437,B00,4,2
4695,1,14,2,1,1895,1750,C65,7,2
4696,1,29,0,0,1975,1750,C68,10,2
4697,1,9,2,1,1570,1750,D00,2,2
4698,1,58,2,2,1910,1714,C39,10,2
4699,1,54,3,2,1695,1688,D02,5,2
4700,1,27,2,1,1661,1666,C55,6,2
4701,1,53,2,2,1516,1643,C55,7,2
4702,1,42,3,2,1737,1601,C44,8,2
4703,1,25,2,1,1552,1754,C00,4,2
4704,1,28,3,2,1773,1495,C45,9,2
4705,1,131,3,1,1575,1527,C46,7,2
4706,1,30,2,1,1512,1254,C00,3,2
4707,1,35,2,2,1259,1494,A01,5,2
4708,1,16,2,2,1509,1439,C68,7,2
4709,1,42,3,2,1626,1353,D00,2,2
4710,0,46,2,2,1603,1353,C56,10,2
4711,1,3,2,1,1848,1873,C40,3,2
4712,1,39,2,2,1873,1884,B00,2,2
4713,0,35,2,2,1873,1744,B23,5,2
4714,0,33,2,2,1873,2008,A00,2,2
4715,0,119,3,1,1873,1851,C64,6,1
4716,0,37,3,1,1873,1541,C61,6,1
4719,0,95,1,1,1873,1525,D00,3,2
4720,0,81,2,1,1873,1525,B01,4,2
4721,0,22,2,1,1525,1873,C50,7,2
4722,1,140,1,0,1542,1537,B20,3,2
4723,1,142,3,2,1521,1526,B30,5,2
4724,1,39,3,1,1518,1410,C46,7,2
4725,1,48,2,2,1626,1503,B30,4,2
4726,1,96,3,2,1519,1547,C55,6,2
4727,1,112,3,2,1521,1892,D00,3,2
4728,1,86,1,2,1229,1517,D00,9,2
4729,1,71,2,1,1502,1635,D00,3,2
4730,1,71,2,1,1913,1504,B21,5,2
4731,1,94,2,2,1351,1498,B20,3,2
4732,1,61,2,1,1491,1525,C50,9,2
4733,1,35,2,1,1504,1509,B30,4,2
4734,1,68,3,2,1521,1484,C42,5,2
4735,1,55,3,1,1569,1542,B25,4,2
4736,1,147,3,1,1651,1550,B20,2,2
4737,1,104,3,2,1551,1538,B34,9,2
4738,1,2,1,2,1633,1287,C20,2,2
4739,1,33,2,1,1434,1724,C20,4,2
4740,1,35,2,1,1651,1740,C00,3,2
4741,1,29,2,1,1580,1590,C44,5,2
4742,1,85,2,1,1561,1163,C46,6,2
4743,1,26,3,2,1716,1422,C44,5,2
4744,1,24,2,1,1681,1388,B50,4,3
4745,1,47,3,1,1636,1364,B01,4,2
4747,1,15,3,1,1417,1213,C44,5,2
4748,1,98,1,2,1013,1206,C23,3,2
4749,1,54,3,2,1216,1344,A49,4,2
4750,1,43,2,1,1194,1356,D02,4,2
4751,1,11,3,1,1315,1205,B00,2,2
4752,1,78,2,2,1192,1487,A00,1,2
4753,1,13,3,1,1451,1198,C20,3,2
4754,1,63,3,1,1171,1408,C20,3,2
4755,1,9,2,1,1455,1177,C50,5,2
4756,1,99,2,2,1295,1153,C20,3,2
4757,1,65,3,1,1307,1518,B50,4,2
4758,1,48,1,2,1240,1297,C02,7,2
4759,1,71,1,1,1290,1144,B07,4,2
4760,1,38,3,2,1574,1260,A00,1,2
4761,1,47,3,1,1556,1264,C02,9,2
4762,1,38,2,2,1267,1552,B50,4,2
4763,1,60,3,2,1279,1629,D30,4,2
4764,1,97,3,1,1626,1282,D31,5,2
4765,1,48,2,2,1285,1623,C46,7,2
4766,1,36,3,2,1644,1264,D32,6,2
4767,1,94,3,2,1267,1641,C44,8,2
4768,1,136,3,2,1271,1549,C46,7,2
4769,1,60,3,2,1526,1253,C02,7,2
4770,1,44,3,2,1335,1241,C00,3,2
4771,1,44,3,2,1250,1243,C57,7,2
4772,1,150,3,2,1248,1239,C02,7,2
4773,1,96,3,2,1201,1230,C10,6,2
4774,1,30,1,2,1217,1219,A40,2,2
4775,1,34,2,2,1231,1205,D30,4,2
4776,1,56,3,2,1240,1219,C02,5,2
4777,1,75,2,1,1226,1230,C02,5,2
4778,1,52,2,1,1250,1244,D32,6,2
4779,1,21,2,1,1200,1257,C00,3,2
4780,1,65,2,1,1175,1270,C02,7,2
4781,1,53,3,1,1262,1184,C00,3,2
4782,1,49,3,1,1169,1276,C00,3,2
4783,1,40,2,2,1283,1393,B28,6,2
4784,1,37,3,1,1385,1291,C00,3,2
4785,1,42,3,2,1299,1376,A00,1,2
4786,1,31,2,1,1366,1308,C00,3,2
4787,1,11,2,1,1295,1381,A00,1,2
4788,1,11,2,1,1315,1305,C00,3,2
4789,1,49,2,1,1294,1334,A00,1,2
4790,1,72,2,2,1303,1354,C20,3,2
4791,1,85,2,1,1344,1313,C00,2,2
4792,1,58,2,2,1323,1334,C00,5,2
4793,1,80,2,1,1311,1338,C42,5,2
4794,1,61,3,1,1327,1322,C02,5,2
4797,0,33,2,2,1884,2500,B78,19,3
4798,1,64,2,1,1819,1128,C50,5,2
4799,1,26,3,2,1134,1372,C42,5,2
4800,1,51,2,2,1137,1533,B23,3,2
4801,1,41,2,1,1217,1149,C40,4,2
4802,1,48,2,1,1206,1163,C47,7,2
4803,1,20,2,1,1242,1176,C46,7,2
4804,1,25,2,1,1147,1520,C66,13,2
4805,1,20,1,2,1156,1297,C41,5,2
4806,1,11,1,1,1329,1166,C20,3,2
4807,1,63,2,1,1445,1172,C44,5,2
4808,1,19,0,0,1176,1090,C65,7,2
4809,1,21,2,1,1379,1149,C42,5,2
4810,1,134,3,2,1155,1459,C47,8,2
4811,1,129,3,1,1381,1163,C20,3,2
4812,1,39,2,1,1540,1169,C20,4,2
4813,1,33,2,2,1171,1648,C50,8,2
4815,1,60,3,2,1172,1760,C45,7,2
4816,1,87,2,1,1434,1179,C48,7,2
4817,1,62,2,2,1190,1337,C41,5,2
4818,1,22,2,2,1698,1154,A22,4,2
4820,0,41,2,1,1558,1154,C33,5,2
4821,1,40,1,2,1158,1521,C50,6,2
4822,1,71,2,1,1758,1160,D20,6,2
4823,1,107,2,2,1162,1606,C41,5,2
4824,1,41,3,1,1561,1166,C44,5,2
4825,1,37,2,1,1939,1167,C20,3,2
4826,1,23,2,1,1510,1171,D06,4,3
4827,1,30,2,2,1173,1751,C20,2,2
4828,1,1,2,1,1670,1175,B00,1,2
4829,1,51,3,1,1573,1179,C50,5,2
4831,1,73,3,1,2038,1957,C24,4,2
4832,1,154,1,2,1965,2087,C01,7,2
4833,1,40,3,2,1420,1964,C50,6,2
4834,1,41,3,1,1951,1975,B21,3,2
4835,1,45,2,1,2000,1962,C54,13,2
4836,1,51,3,1,2052,1971,E76,13,1
4837,1,146,1,2,1987,1900,C45,7,2
4838,1,76,2,2,1821,1979,C36,7,2
4839,1,144,2,2,1996,1886,B14,10,2
4840,1,43,2,2,1673,1992,B15,7,2
4841,1,70,3,2,1672,1988,C20,4,2
4842,1,45,2,1,1983,1764,B20,3,2
4843,1,89,3,1,1971,1965,B06,4,2
4844,1,70,2,2,2006,1956,A46,4,2
4845,1,29,2,1,1955,1454,C00,3,2
4846,1,71,2,1,1668,1976,C50,8,2
4847,1,24,2,2,1978,2457,A10,2,2
4848,1,29,2,2,1651,1974,C51,9,2
4849,1,57,2,1,1963,1942,C01,7,2
4850,1,76,2,2,1972,2072,C45,10,2
4851,1,20,2,1,1971,1184,B20,3,2
4852,1,39,3,1,1971,1317,B01,4,2
4853,1,118,3,2,1774,1965,C54,11,2
4854,1,71,2,2,1975,2015,B21,3,2
4855,1,57,3,1,1972,1643,C55,6,2
4856,1,41,2,1,2042,1982,A53,4,2
4857,1,48,2,2,1872,1973,C45,7,2
4858,1,63,3,1,1962,1924,B21,3,2
4859,1,60,2,2,1974,1990,B21,3,2
4860,1,31,2,1,1588,1996,A00,1,2
4861,1,29,2,1,1993,1609,B07,3,2
4862,1,29,2,1,2007,2005,B00,2,2
4864,1,46,3,2,1300,1495,C53,9,2
4865,1,63,2,1,1433,1508,D00,2,2
4866,1,62,2,2,1707,1775,A00,4,2
4867,1,59,2,1,1762,1833,A07,4,2
4868,1,53,2,1,1750,1775,A00,1,2
4869,1,29,2,1,1765,1761,C44,5,2
4870,1,150,1,2,2054,2123,C02,10,2
4871,1,122,0,0,1666,1701,B14,10,2
4872,1,143,2,1,1690,1677,B12,7,2
4873,1,132,2,2,1702,1664,B18,8,2
4874,1,30,3,2,1715,1651,B12,7,2
4875,1,41,2,1,1705,1661,B18,8,2
4876,1,64,2,2,1708,1694,E60,5,2
4877,1,150,0,0,1694,1709,B10,2,2
4878,1,87,3,1,1697,1705,C55,7,2
4879,1,52,3,2,1716,1684,D01,4,2
4880,1,110,2,2,1696,1706,E61,6,2
4881,1,107,2,1,1695,1708,B10,2,2
4882,1,157,0,0,1708,1694,C66,8,2
4883,1,49,2,1,1682,1721,A43,3,2
4884,1,64,2,1,1648,1695,E61,6,3
4885,1,2,0,0,1646,1696,A45,2,3
4887,1,71,2,1,1631,1710,B10,5,2
4888,1,84,2,2,1830,1694,B10,2,2
4889,1,67,3,1,1679,1834,C55,6,2
4890,1,62,2,2,1869,1670,A07,3,2
4891,1,37,3,1,1877,1675,C34,6,2
4892,1,143,3,1,1661,1762,A56,4,3
4893,1,56,2,1,1753,1670,B00,3,3
4894,0,40,2,2,1691,1670,B12,5,2
4895,0,139,2,2,2295,2127,B18,8,2
4896,0,63,2,1,2127,2295,B09,11,2
4897,1,19,2,1,2292,1794,C65,6,3
4898,1,76,2,2,1575,2291,D15,8,3
4899,1,35,3,1,2291,1576,C77,9,3
4901,1,117,2,1,1289,1455,E00,4,2
4902,1,90,3,2,1466,1458,A21,3,2
4903,1,26,2,1,1458,1363,A85,5,2
4904,1,64,1,2,1367,1450,A46,5,2
4905,1,87,2,1,1536,1459,B20,3,2
4906,1,25,2,2,1345,1452,B93,11,2
4907,1,76,2,2,1459,1569,A04,2,2
4908,1,71,1,1,1447,1479,D94,11,2
4909,1,54,2,2,1454,1613,A22,4,2
4910,1,106,2,1,1502,1463,B94,11,2
4911,1,91,3,1,1451,1514,A10,2,2
4912,1,40,3,2,1463,1413,D31,5,2
4913,1,42,2,2,1423,1453,A45,3,2
4914,1,74,2,2,1455,1442,B20,2,2
4915,1,111,2,1,1488,1451,C20,3,2
4916,1,30,2,2,1459,1566,A13,2,2
4917,1,53,2,2,1475,1314,A21,3,2
4918,1,47,2,1,1451,1477,C65,6,2
4919,1,111,3,1,1468,1386,A22,4,2
4920,1,54,2,1,1858,1450,C00,3,2
4921,1,118,3,2,1453,1772,E20,6,2
4922,1,63,3,1,1447,1273,D06,8,2
4923,1,24,3,2,1457,1510,D02,3,2
4924,1,68,2,2,1363,1448,B20,3,2
4925,1,41,2,1,1429,1460,C34,6,2
4926,1,15,2,1,1453,1316,B40,4,2
4927,1,56,2,2,1388,1444,D01,5,2
4928,1,82,1,2,1260,1438,A10,2,2
4929,1,33,2,1,1429,1377,D02,4,2
4930,1,64,2,2,1439,1453,A41,4,2
4931,1,68,2,1,1555,1447,B20,3,2
4932,1,46,2,1,1478,1458,A45,2,2
4933,1,84,3,2,1408,1448,A00,1,2
4934,1,57,3,1,1437,1418,A13,3,2
4935,1,40,2,1,1540,1446,B21,3,2
4936,1,42,3,2,1438,1698,C50,6,2
4937,1,50,2,1,1752,1441,A03,2,2
4938,1,52,2,2,1444,1815,A04,2,2
4939,1,30,2,2,1449,1636,A40,3,2
4940,1,39,2,1,2076,1450,B15,5,2
4941,1,44,2,1,1427,1359,C70,8,2
4942,1,58,3,2,1425,1415,A11,2,2
4943,1,52,2,2,1423,1533,D02,4,2
4944,1,30,2,2,1573,1407,C15,7,2
4945,1,77,3,1,1391,1601,A07,3,2
4946,1,108,3,2,1060,1134,A01,3,2
4947,1,38,3,2,1124,1790,A00,1,2
4948,1,41,3,1,1460,1153,A00,1,2
4949,1,36,3,2,1203,1422,A00,1,2
4950,0,33,3,1,1672,1203,A41,2,2
4951,1,10,3,2,1402,1208,A01,2,2
4953,1,115,3,1,1349,1306,C41,4,2
4955,1,88,2,2,1404,1326,C62,6,2
4956,1,39,2,1,1466,1439,D20,4,2
4957,1,26,0,0,1275,1467,C43,6,2
4958,1,17,3,1,1429,1282,C20,4,2
4959,1,77,1,1,1127,1108,A40,2,2
4960,1,74,2,2,1254,1256,B00,3,2
4961,1,34,1,2,1172,1162,C50,5,2
4962,1,29,3,1,1264,1289,C20,3,2
4964,1,96,1,2,1619,1574,C00,4,2
4965,1,10,2,2,1575,1640,C23,3,2
4966,1,104,2,2,1654,1561,D00,4,2
4967,1,74,0,0,1558,1657,D20,5,2
4968,1,51,3,1,1574,1569,C01,4,2
4969,1,20,2,2,1678,1675,C62,6,2
4970,1,38,2,2,1777,1648,C50,8,2
4971,1,58,2,2,1652,1624,C45,8,2
4972,1,4,2,2,1645,1679,B50,4,2
4973,1,46,2,2,1894,2133,C02,9,2
4974,1,64,2,2,2135,2118,C00,3,2
4975,1,36,2,2,2021,2107,C00,5,2
4976,1,115,2,1,2095,2029,C65,6,2
4977,1,110,1,2,2092,2080,C00,3,1
4978,1,81,2,1,2110,2095,C00,3,2
4979,1,137,3,1,2262,2104,A40,2,2
4980,1,43,2,1,2081,2243,B07,2,2
4981,1,63,2,1,2062,2140,C00,3,2
4982,1,54,2,2,1928,2051,C00,2,2
4983,1,101,3,1,2203,2061,C17,9,1
4984,1,66,3,2,2073,2195,B40,5,1
4985,1,84,2,2,2077,2443,B20,5,2
4986,1,42,2,1,2440,2081,A97,15,2
4987,1,28,2,2,2085,2436,B20,5,2
4988,1,37,2,1,2432,2090,A13,3,2
4989,1,47,2,1,2351,2097,A04,2,2
4990,1,60,2,2,2104,2340,B07,4,2
4991,1,72,2,2,2123,2116,B01,7,1
4992,1,33,3,1,2105,2145,C00,3,1
4993,1,83,1,1,2125,2115,B01,7,1
4994,1,52,2,2,2140,2244,C78,9,2
4995,1,57,2,1,2220,2157,A84,5,2
4996,0,45,3,1,2157,1380,C42,4,2
4997,0,109,3,1,2157,1569,C78,12,2
4998,0,45,2,1,2157,2000,B01,7,2
4999,1,50,2,2,2173,2287,B20,6,2
5000,1,150,2,2,2160,2214,B13,5,2
5001,1,110,3,2,2175,2322,B06,4,3
5002,1,51,2,1,2304,2194,C00,3,3
5003,1,158,3,2,2213,2323,B13,5,2
5004,1,50,3,2,2234,2352,B20,5,2
5005,1,43,2,1,2343,2259,A40,2,2
5006,1,68,2,2,2290,2317,B20,6,2
5007,1,50,2,2,1803,2285,C00,5,2
5008,1,55,3,1,2409,2314,C18,12,2
5009,1,15,1,1,1620,1651,C46,7,2
5010,1,45,2,1,1618,1630,C46,5,2
5011,1,77,2,2,1644,1728,B12,5,2
5012,1,82,1,2,1667,1807,C14,13,2
5013,1,24,3,2,1813,1602,C50,9,2
5014,1,15,2,2,1647,1745,D11,5,2
5015,1,36,3,2,1796,1680,C45,8,2
5016,1,4,2,2,1650,1895,A00,1,2
5017,1,38,2,2,1221,1783,A00,1,2
5018,1,27,2,1,1839,1229,A40,6,2
5020,1,51,3,1,1487,1200,C20,4,2
5021,1,45,3,1,1706,1208,A40,1,2
5026,1,56,3,2,1242,1216,E50,9,2
5027,1,46,2,2,1248,1417,C57,8,2
5028,1,20,3,2,1252,1498,B20,3,2
5029,1,100,3,2,1248,1342,C40,4,2
5030,1,71,1,1,1227,1260,C24,4,2
5031,1,81,3,1,1386,1268,C22,6,2
5032,1,47,3,1,1250,1475,C41,5,2
5033,1,82,3,2,1237,1615,D31,5,3
5034,1,109,3,1,1227,1191,C46,7,3
5035,1,67,1,1,1218,1158,C40,3,2
5036,1,57,3,1,1210,1100,B01,4,2
5037,1,26,2,2,1036,1179,A00,1,2
5038,1,41,3,1,1172,1060,D31,5,2
5039,1,141,3,1,1167,1078,E00,5,2
5040,1,41,3,1,1148,1099,D44,9,2
5041,1,95,3,1,1139,1089,D10,6,2
5042,1,107,0,0,1141,1138,C47,7,2
5043,1,77,3,1,1130,1048,E20,8,2
5044,1,83,3,1,1034,1144,B21,3,2
5045,1,68,3,2,1159,1019,D07,6,2
5046,1,19,2,1,1149,1119,D08,4,2
5047,1,119,3,1,1195,1159,C40,3,2
5048,1,61,3,1,1148,1153,D02,4,2
5049,1,32,0,0,1154,1148,C23,3,2
5050,1,49,3,1,1149,1159,B00,4,2
5051,1,108,3,2,1172,1137,B00,2,2
5052,1,34,2,2,1129,1161,C40,4,2
5053,1,36,3,2,1174,1115,E20,8,2
5054,1,120,3,2,1184,1223,B21,3,3
5055,1,85,3,1,1172,1329,C50,8,3
5056,1,58,2,1,1162,1132,C42,5,3
5057,1,98,3,2,1172,1199,A04,4,3
5058,1,54,3,2,1181,1310,D10,6,3
5062,0,46,2,2,1424,1534,C00,3,2
5063,0,107,2,1,1534,1424,C70,8,2
5065,0,19,3,1,1673,1424,C57,11,2
5066,0,54,2,2,1396,1424,B21,6,2
5067,0,83,3,1,1424,1087,B01,4,2
5069,0,34,2,2,1330,1424,C20,3,2
5071,0,116,0,0,1424,1158,C23,3,2
5072,0,50,2,2,1424,1454,C65,6,2
5073,0,53,2,1,1662,1424,D02,4,2
5074,0,14,3,2,1424,1662,A00,1,2
5077,0,28,3,2,1424,1654,C40,4,2
5078,0,69,2,1,1666,1424,D00,3,2
5080,0,78,1,2,1453,1414,D00,3,2
5081,0,39,2,2,1414,1651,C65,6,2
5082,0,104,3,2,1477,1414,C20,3,2
5085,0,13,2,2,1414,1452,C30,4,2
5088,0,28,1,2,1414,1591,C00,3,2
5089,0,119,2,1,1787,1414,C46,5,2
5090,0,44,2,2,1414,1787,C31,5,2
5091,0,93,2,1,1097,1414,C44,4,2
5097,1,102,1,2,1426,1461,C40,4,2
5098,1,74,2,1,1635,1432,C42,5,2
5099,1,16,3,2,1570,1414,D30,4,2
5101,1,62,2,2,2045,1750,B00,3,2
5102,0,111,2,1,2045,1768,C62,6,2
5105,0,66,2,2,2045,2062,C01,5,2
5106,0,19,1,1,2045,1435,C00,3,2
5109,0,120,2,1,1539,1270,A06,3,2
5112,0,29,3,1,1270,1523,B21,3,2
5113,0,41,2,1,1399,1270,B01,2,2
5114,1,28,2,2,1274,1569,C22,7,2
5116,1,24,2,2,1278,1568,B01,4,2
5117,1,87,3,1,1390,1286,B01,2,2
5118,0,51,1,1,1286,1426,B00,5,2
5119,1,67,2,1,1312,1298,A01,2,2
5120,1,48,2,2,1305,1462,C20,3,2
5121,0,36,2,2,1305,1396,D00,2,2
5122,0,12,2,2,1305,1521,C20,2,2
5123,1,112,3,2,1483,1287,B01,4,2
5126,1,29,3,1,1253,1471,C02,6,2
5127,1,77,2,1,1323,1263,A04,2,2
5128,1,46,2,1,1417,1271,D00,6,2
5129,0,55,3,1,1808,1191,A00,1,3
5130,0,65,3,1,1808,1191,A00,1,3
5131,0,144,3,2,1808,1191,B01,2,3
5133,0,37,3,1,1808,1410,C41,6,2
5136,0,72,3,2,1191,1808,A00,1,2
5137,0,99,3,1,1808,1191,A46,5,2
5139,1,53,2,1,1791,1983,B08,9,2
5140,1,34,2,2,1437,1786,D00,4,2
5141,1,45,1,1,1782,1417,C55,6,2
5142,1,17,2,1,1766,1709,C40,4,2
5144,1,32,3,2,1777,1736,C00,3,2
5145,1,35,3,1,1710,1790,C40,4,2
5146,1,42,2,2,1805,1680,C00,2,2
5147,1,55,3,1,1641,1959,B01,4,2
5148,1,43,2,1,1586,1654,C00,3,2
5150,1,38,2,2,1457,1567,B20,2,2
5152,0,37,1,1,1645,1567,C41,5,2
5153,1,39,3,1,2274,1350,C00,4,2
5154,1,10,2,2,1406,1655,D01,4,2
5155,1,58,3,2,1998,1963,D35,6,2
5156,1,43,2,1,1894,1961,A30,2,2
5157,1,103,2,1,1923,1967,A48,8,2
5158,1,59,2,1,1886,1862,A16,3,2
5159,0,146,3,2,1505,1743,C53,7,3
5160,0,84,2,2,1743,1505,B27,4,3
5161,1,77,2,1,1994,1886,E15,8,2
5162,1,37,2,1,2014,1893,E15,8,2
5163,1,25,3,1,1748,1216,A10,2,2
5164,1,81,3,1,1087,1233,A06,3,2
5165,1,38,3,2,1244,1297,C40,4,2
5166,1,43,2,1,1218,1841,C45,8,2
5167,1,47,2,1,1662,1220,C40,4,2
5168,1,27,2,1,1405,1227,D00,3,2
5170,1,40,2,1,1652,1229,B01,4,2
5171,1,61,2,1,1431,1235,B06,4,2
5172,1,71,3,1,1222,1240,B10,2,2
5173,1,101,1,1,1183,1413,C41,5,2
5174,1,2,1,2,1392,1183,D00,2,2
5176,1,49,2,1,1427,1165,B20,3,2
5177,1,77,2,1,1382,1170,B00,5,2
5178,1,93,2,1,1359,1177,B01,2,2
5179,1,23,2,2,1286,1160,B01,2,2
5180,1,104,0,0,1160,1164,B01,2,2
5181,1,44,2,1,1140,1346,B07,4,2
5182,1,77,2,1,1451,1144,B06,2,2
5183,1,72,3,2,1148,1447,A01,1,2
5184,1,36,2,1,1443,1152,B10,2,2
5185,1,70,2,2,1156,1440,C40,4,2
5186,1,15,2,1,1328,1163,D00,3,2
5187,1,32,3,2,1145,1428,D01,7,2
5188,1,58,3,2,1154,1240,B15,5,2
5189,1,28,2,1,1441,1158,B00,2,2
5190,1,61,1,1,1150,1004,C40,4,2
5191,1,19,2,2,1157,1348,B00,5,2
5192,1,23,2,1,1342,1163,B06,2,2
5193,1,116,3,2,1173,1247,B00,3,2
5194,1,37,3,1,1426,1178,B15,6,2
5195,1,53,2,1,1397,1183,A40,2,2
5196,1,104,3,2,1189,1391,A01,1,2
5197,1,25,2,1,1434,1195,B06,4,2
5198,1,33,2,2,1201,1389,B30,5,2
5199,1,93,3,1,1298,1198,B00,2,2
5200,1,121,3,1,1477,1203,B02,2,2
5201,1,56,3,2,1208,1421,B57,8,2
5202,1,32,2,2,1214,1448,A00,1,2
5203,1,95,3,1,1443,1219,B06,2,2
5204,0,65,2,1,2076,1831,D45,10,2
5205,0,75,2,2,2119,2076,A45,3,2
5206,0,100,2,2,2076,2119,A21,4,2
5207,0,70,2,2,2119,2076,B25,4,2
5208,0,60,3,2,2076,2119,A15,4,2
5209,0,93,2,1,2119,2076,B30,4,2
5210,0,56,3,2,2076,1992,A09,4,2
5211,0,97,2,2,1992,2076,A03,2,2
5212,0,36,0,0,1908,2076,B21,3,2
5213,0,73,1,1,2076,1893,D12,8,2
5214,0,25,2,1,1879,2076,A02,1,2
5215,1,84,1,2,2106,2031,D01,4,2
5216,1,98,0,0,2029,2047,A13,4,2
5217,1,68,2,2,2082,1970,A04,2,2
5218,0,64,3,2,2082,1988,A04,2,2
5219,0,133,0,0,1851,2082,B45,10,2
5220,1,159,2,1,2040,1983,A04,2,2
5221,1,11,1,1,1978,2004,A04,2,2
5222,0,22,2,2,1978,1979,B01,6,2
5223,1,75,2,1,1916,1887,A09,3,3
5224,1,81,2,1,1874,2020,D02,8,3
5225,0,52,3,2,2020,2027,A09,4,2
5226,0,40,3,2,1904,2020,B30,4,3
5227,0,62,2,2,1935,2020,A45,3,2
5228,0,35,2,1,2020,1938,A21,4,2
5229,0,52,2,2,1938,2020,B30,5,2
5230,0,67,2,1,2020,1938,A09,4,2
5231,0,48,2,2,1938,2020,B45,9,2
5232,0,38,2,2,2020,1938,A09,3,2
5233,0,75,2,1,2020,1985,A04,2,2
5234,0,65,2,1,2147,2020,B30,5,3
5235,0,32,2,1,2020,2160,D45,9,2
5236,0,41,2,1,2160,2020,A30,2,2
5237,1,57,3,1,1950,1835,A27,5,2
5238,1,40,2,1,1514,1672,A46,5,2
5239,1,74,2,2,1687,1557,C55,6,2
5240,1,51,3,1,1684,1394,C55,6,2
5241,1,68,2,2,1687,1993,C50,11,2
5242,1,38,2,2,1280,1685,B12,7,2
5243,1,90,2,2,1780,1671,B44,8,2
5244,1,99,0,0,1614,1673,B45,9,2
5245,1,53,2,2,1680,1799,B30,4,2
5246,1,113,1,1,1748,1689,B20,3,2
5247,1,57,2,2,1700,1684,C46,7,2
5248,1,54,2,2,1713,1658,C50,9,2
5249,1,65,3,1,1699,1812,C01,5,2
5250,1,25,2,2,1706,1839,C42,5,2
5251,1,114,0,0,1705,1709,C50,9,2
5252,1,72,0,0,1893,1700,D12,8,2
5253,1,59,3,1,1718,1711,E20,6,2
5254,1,45,2,1,1700,1714,C50,9,2
5255,1,10,2,2,1651,1690,B20,3,2
5256,1,49,2,1,1680,1661,B01,4,2
5257,1,115,2,1,1673,1510,C50,9,2
5258,1,45,2,1,1645,1686,E20,5,2
5259,1,46,2,2,1573,1678,B20,2,2
5260,1,62,2,2,1688,1716,D10,5,2
5261,1,64,3,2,1699,1706,C55,6,2
5262,1,36,2,2,1598,1703,B20,3,2
5263,1,81,2,1,1692,1682,B57,11,2
5264,1,46,3,2,1524,1686,B44,8,2
5265,1,34,2,2,1753,1672,B20,3,2
5266,1,113,3,1,1661,1653,C50,6,2
5267,1,92,2,2,1364,1657,B21,5,2
5268,1,53,2,1,1640,1881,D30,4,2
5269,1,68,3,2,1624,1629,E20,6,2
5270,1,100,1,2,1641,1619,B07,3,2
5273,1,27,2,1,1767,1330,B29,5,2
5274,1,15,3,1,2000,1331,B00,4,2
5275,1,46,2,2,1331,2043,C00,3,2
5276,1,60,3,2,1331,2209,A40,2,2
5277,1,24,2,2,1332,2043,B40,4,2
5278,1,67,1,1,1709,1334,B54,5,2
5280,1,50,2,1,1309,1347,D00,3,2
5281,1,37,3,1,1256,1363,B29,5,2
5282,1,24,2,2,1365,1751,C62,6,2
5283,1,54,3,2,1517,1346,B20,3,2
5284,1,8,2,2,1348,1756,C50,5,2
5285,1,26,2,2,1351,1726,B28,4,2
5286,1,21,2,1,2078,1351,B20,5,2
5287,1,48,3,2,1352,2041,B40,4,2
5288,1,38,3,2,1361,1430,C50,5,2
5289,1,45,2,1,1349,1346,B11,4,2
5290,1,64,0,0,1284,1348,D10,5,2
5291,1,19,3,1,1337,1297,C42,5,2
5292,1,27,3,1,1323,1340,B02,4,2
5293,1,29,2,1,1319,1037,B02,3,2
5294,1,64,3,2,1117,1312,A00,1,2
5295,1,23,2,1,1153,1330,B20,3,3
5296,1,23,2,2,1309,1317,A43,4,3
5297,1,45,3,1,1338,1314,A40,2,3
5298,1,50,2,1,1299,1378,C00,5,3
5300,1,109,1,1,1639,1656,B40,4,1
5301,1,35,3,1,1641,1490,A00,1,2
5302,1,63,3,1,1636,1260,A00,1,2
5303,1,20,2,1,1625,1378,A00,1,2
